Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1949;infrastructure;UPC Wi-Free;DE:53:1C:D8:F5:0A;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:25:16 2018;Wed Nov 21 06:25:24 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1950;infrastructure;RALEX ;C8:3A:35:55:55:50;;6;No;WPA,AES-CCM;No;270.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:13 2018;Wed Nov 21 06:25:21 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1951;infrastructure;DIGI_64a4d8;BC:C0:0F:64:A4:D8;;5;No;WPA2,AES-CCM;No;130.0;0;2;0;11;0;0;11;;;Wed Nov 21 06:25:17 2018;Wed Nov 21 06:25:20 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1952;infrastructure;DIGI-24-6B03D2;44:F0:34:6B:03:D2;;10;No;WPA2,AES-CCM;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:25:15 2018;Wed Nov 21 06:25:24 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1953;infrastructure;UPC Wi-Free;AE:22:15:57:24:0C;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:17 2018;Wed Nov 21 06:25:21 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1954;infrastructure;Zodiac;80:1F:02:DE:92:7D;;9;No;WPA2,AES-CCM;No;135.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:19 2018;Wed Nov 21 06:25:20 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1955;infrastructure;Orange-392E9B45;5C:03:39:2E:9B:45;;13;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:18 2018;Wed Nov 21 06:25:22 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1956;infrastructure;MSn-Ext;20:CF:30:B7:84:8C;;9;No;OPN,None;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:15 2018;Wed Nov 21 06:25:23 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1957;infrastructure;UPCD9B12DB;90:5C:44:4F:67:47;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:24 2018;Wed Nov 21 06:25:24 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1958;infrastructure;UPC Wi-Free;92:5C:14:4F:67:47;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:24 2018;Wed Nov 21 06:25:24 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1959;infrastructure;Cornel;F0:0F:EC:15:75:1D;;5;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:16 2018;Wed Nov 21 06:25:20 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1960;infrastructure;Mitu;C8:3A:35:0B:33:B8;;6;No;WPA2,AES-CCM;No;135.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:20 2018;Wed Nov 21 06:25:21 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1961;infrastructure;TP-LINK_EEA514;64:66:B3:EE:A5:14;;2;No;WPA2,WPA,AES-CCM;No;270.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:25:18 2018;Wed Nov 21 06:25:23 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1962;infrastructure;DigiNet;C8:3A:35:99:84:A8;;10;No;WPA2,AES-CCM;No;270.0;0;5;0;1;0;0;1;;;Wed Nov 21 06:25:19 2018;Wed Nov 21 06:25:24 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1963;infrastructure;UPC Wi-Free;3A:43:1D:8B:DF:4E;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:20 2018;Wed Nov 21 06:25:20 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1964;infrastructure;PizeriaDaToni;00:6C:BC:EE:7E:8F;;6;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:21 2018;Wed Nov 21 06:25:23 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1965;infrastructure;UPC2086178;38:43:7D:8B:DF:4E;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:25:20 2018;Wed Nov 21 06:25:21 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1966;infrastructure;UPC Wi-Free;AE:22:15:57:B8:E7;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:21 2018;Wed Nov 21 06:25:21 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1967;infrastructure;SESION studio;AC:22:05:57:B8:E7;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:21 2018;Wed Nov 21 06:25:21 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1968;infrastructure;;86:2A:A8:07:EA:76;;1;No;WPA,None;No;-1.0;0;0;0;6;0;0;6;;;Wed Nov 21 06:24:48 2018;Wed Nov 21 06:25:22 2018;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1969;infrastructure;BMG Amanet;A4:2B:B0:D7:FF:A8;;7;No;WPA2,AES-CCM;No;270.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:25:34 2018;Wed Nov 21 06:25:34 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1970;infrastructure;UPC8F51838;DC:53:7C:CA:59:F3;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;1;0;1;0;0;1;;;Wed Nov 21 06:25:36 2018;Wed Nov 21 06:25:36 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1971;infrastructure;UPC768E387;AC:22:05:76:B2:93;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;9;0;4;0;0;4;;;Wed Nov 21 06:25:16 2018;Wed Nov 21 06:25:37 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1972;infrastructure;AndroidAP;C8:D7:B0:96:E1:3F;;1;No;WPA2,AES-CCM;No;65.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:34 2018;Wed Nov 21 06:25:37 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1973;infrastructure;UPC1272300;38:43:7D:8B:52:0D;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:25:37 2018;Wed Nov 21 06:25:37 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1974;infrastructure;UPC Wi-Free;AE:22:15:76:B2:93;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:25:12 2018;Wed Nov 21 06:25:37 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1975;infrastructure;UPC Wi-Free;3A:43:1D:8B:52:0D;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:36 2018;Wed Nov 21 06:25:37 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1976;infrastructure;lifein;78:8A:20:5A:32:5B;;11;No;WPA2,AES-CCM;No;195.0;0;31;0;0;0;0;0;;;Wed Nov 21 06:25:18 2018;Wed Nov 21 06:25:33 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1977;infrastructure;Francesco;50:C7:BF:14:FF:50;;6;No;WPA2,AES-CCM,TKIP;No;405.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:16 2018;Wed Nov 21 06:25:33 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1978;infrastructure;Global_2.4G;50:C7:BF:52:29:C9;;6;No;WPA2,WPA,AES-CCM,TKIP;No;195.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:25:32 2018;Wed Nov 21 06:25:33 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1979;infrastructure;virus;F0:0F:EC:17:F5:88;;1;No;WPA2,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:33 2018;Wed Nov 21 06:25:35 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1980;infrastructure;DIGI_6f37b8;BC:C0:0F:6F:37:B8;;11;No;WPA2,AES-CCM;No;130.0;0;18;0;35;0;0;35;;;Wed Nov 21 06:25:28 2018;Wed Nov 21 06:25:37 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1981;infrastructure;EXPERTIZA;1C:87:2C:E4:FC:E0;;11;No;WPA2,AES-CCM;No;195.0;0;3;0;3;0;0;3;;;Wed Nov 21 06:25:36 2018;Wed Nov 21 06:25:37 2018;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1982;infrastructure;Camera 103;F4:F2:6D:47:71:8A;;9;No;WPA2,WPA,AES-CCM;No;135.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:43 2018;Wed Nov 21 06:25:44 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1983;infrastructure;REO-PC_Network;64:66:B3:9C:70:0A;;6;No;WPA2,WPA,AES-CCM,TKIP;No;135.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:41 2018;Wed Nov 21 06:25:44 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1984;infrastructure;UPC1C841FE;54:67:51:80:9C:94;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;18;0;0;0;0;0;;;Wed Nov 21 06:25:33 2018;Wed Nov 21 06:25:49 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1985;infrastructure;Tenda_2D2BC0;CC:2D:21:2D:2B:C0;;11;No;WPA2,AES-CCM;No;270.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:25:41 2018;Wed Nov 21 06:25:45 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1986;infrastructure;TP-LINK_FF4A;D4:6E:0E:6B:FF:4A;;4;No;WPA2,AES-CCM;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:25:40 2018;Wed Nov 21 06:25:48 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1987;infrastructure;dlink-FED8;A0:AB:1B:88:FE:D8;;7;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:26:10 2018;Wed Nov 21 06:26:35 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1988;infrastructure;DIGI-9Trv;C4:FF:1F:CC:C7:F0;;8;No;WPA2,WPA,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:25:55 2018;Wed Nov 21 06:26:48 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1989;infrastructure;YoungP;B8:55:10:90:CB:6C;;8;No;WPA2,AES-CCM;No;65.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:25:51 2018;Wed Nov 21 06:26:48 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1990;infrastructure;UPC9D9D317;AC:22:05:87:4F:74;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:26:06 2018;Wed Nov 21 06:26:59 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1991;infrastructure;Office OSB Timisoara;F4:EC:38:B8:AF:7E;;4;No;WPA2,WPA,AES-CCM;No;270.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:45 2018;Wed Nov 21 06:26:57 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1992;infrastructure;Pamm;B8:55:10:90:CB:6D;;8;No;WPA2,AES-CCM;No;65.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:26:07 2018;Wed Nov 21 06:27:00 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1993;infrastructure;UVT-Guest;06:18:D6:AD:B8:79;;11;No;OPN,None;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:26:21 2018;Wed Nov 21 06:27:10 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1994;infrastructure;cum sa nu mearga;E0:3F:49:3C:17:0C;;13;No;WPA2,AES-CCM,TKIP;No;135.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:25:50 2018;Wed Nov 21 06:27:08 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1995;infrastructure;Orange-57F7DA9C;98:9C:57:F7:DA:9C;;13;No;WPA2,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:25:46 2018;Wed Nov 21 06:27:12 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1996;infrastructure;dlink;C8:BE:19:8E:80:4E;;7;No;OPN,None;No;65.0;0;17;0;0;0;0;0;;;Wed Nov 21 06:25:58 2018;Wed Nov 21 06:27:12 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1997;infrastructure;MERCUSYS_0370;C8:E7:D8:80:03:70;;11;No;WPA2,AES-CCM;No;270.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:25:44 2018;Wed Nov 21 06:27:11 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1998;infrastructure;Emilut;C8:3A:35:58:74:98;;8;No;WPA2,WPA,AES-CCM;No;270.0;0;27;0;1;0;0;1;;;Wed Nov 21 06:25:48 2018;Wed Nov 21 06:27:09 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1999;infrastructure;;FE:B4:E6:EF:F9:91;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Wed Nov 21 06:27:09 2018;Wed Nov 21 06:27:09 2018;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2000;infrastructure;UPC49A1B25;DC:53:7C:A7:AA:21;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:26:17 2018;Wed Nov 21 06:27:23 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2001;infrastructure;Cami_TM;BC:C0:0F:6E:73:68;;1;No;WPA2,AES-CCM;No;130.0;0;3;0;10;0;0;10;;;Wed Nov 21 06:26:06 2018;Wed Nov 21 06:27:24 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2002;infrastructure;TP-LINK_DE46;98:DE:D0:B8:DE:46;;1;No;WPA2,WPA,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:27:20 2018;Wed Nov 21 06:27:25 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2003;infrastructure;Marafet;F4:F2:6D:E7:9E:E6;;6;No;WPA2,WPA,AES-CCM;No;270.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:26:30 2018;Wed Nov 21 06:27:23 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2004;infrastructure;DIGI_6d88b0;BC:C0:0F:6D:88:B0;;1;No;WPA2,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:46 2018;Wed Nov 21 06:27:20 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2005;infrastructure;UPC Wi-Free;DE:53:1C:A7:AA:21;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:25:41 2018;Wed Nov 21 06:27:23 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2006;infrastructure;TRENDnet652;00:14:D1:B7:75:27;;13;No;WPA2,TKIP;No;54.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:25:50 2018;Wed Nov 21 06:27:20 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2007;infrastructure;TRENDnet652;00:14:D1:D4:A0:88;;13;No;WPA,TKIP;No;54.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:25:46 2018;Wed Nov 21 06:27:20 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2008;infrastructure;Camera 63;64:66:B3:BC:05:D4;;1;No;WPA2,WPA,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:46 2018;Wed Nov 21 06:27:23 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2009;infrastructure;Ferluci;90:F6:52:D5:F3:BC;;8;No;WPA2,WPA,AES-CCM,TKIP;No;270.0;0;41;0;0;0;0;0;;;Wed Nov 21 06:25:46 2018;Wed Nov 21 06:27:24 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2010;infrastructure;Goddess;C8:3A:35:14:CD:60;;6;No;WPA,AES-CCM;No;270.0;0;15;0;1;0;0;1;;;Wed Nov 21 06:25:45 2018;Wed Nov 21 06:27:23 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2011;infrastructure;Belkin_N_Wireless_e7a9f8;94:44:52:E7:A9:F8;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;13;0;2;0;0;2;;;Wed Nov 21 06:25:49 2018;Wed Nov 21 06:27:23 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2012;infrastructure;connection error;C4:6E:1F:F8:F5:02;;9;No;WPA2,AES-CCM;No;270.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:48 2018;Wed Nov 21 06:27:25 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2013;infrastructure;dlink-325;14:D6:4D:7C:B3:2C;;7;No;WPA2,AES-CCM,TKIP;No;65.0;0;79;0;0;0;0;0;;;Wed Nov 21 06:25:45 2018;Wed Nov 21 06:27:25 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2014;infrastructure;Cave Story;C8:E7:D8:7E:89:E6;;10;No;WPA2,AES-CCM;No;270.0;0;13;0;0;0;0;0;;;Wed Nov 21 06:26:00 2018;Wed Nov 21 06:27:22 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2015;infrastructure;TP-LINK_617E1E;E8:DE:27:61:7E:1E;;6;No;WPA2,WPA,AES-CCM,TKIP;No;135.0;0;36;0;0;0;0;0;;;Wed Nov 21 06:25:45 2018;Wed Nov 21 06:27:23 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2016;infrastructure;Bia&Teo;C8:E7:D8:65:07:52;;13;No;WPA2,AES-CCM;No;270.0;0;41;0;0;0;0;0;;;Wed Nov 21 06:25:46 2018;Wed Nov 21 06:27:24 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2017;infrastructure;O Gia Gia;B0:4E:26:6D:83:66;;10;No;WPA2,AES-CCM;No;270.0;0;57;0;0;0;0;0;;;Wed Nov 21 06:25:48 2018;Wed Nov 21 06:27:23 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2018;infrastructure;TP-LINK_B70C8E;10:FE:ED:B7:0C:8E;;4;No;WPA2,AES-CCM;No;270.0;0;89;0;7;0;0;7;;;Wed Nov 21 06:25:47 2018;Wed Nov 21 06:27:22 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2019;infrastructure;netis_A8345B;04:8D:38:A8:34:5B;;2;No;WPA2,AES-CCM,TKIP;No;270.0;0;275;0;0;0;0;0;;;Wed Nov 21 06:25:37 2018;Wed Nov 21 06:27:24 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2020;infrastructure;tenda123;C8:3A:35:4F:79:B8;;8;No;WPA2,WPA,AES-CCM;No;270.0;0;61;0;1;0;0;1;;;Wed Nov 21 06:25:39 2018;Wed Nov 21 06:27:25 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2021;infrastructure;Orange-589ADD9F;1C:67:58:9A:DD:9F;;13;No;WPA2,AES-CCM;No;130.0;0;28;0;0;0;0;0;;;Wed Nov 21 06:25:42 2018;Wed Nov 21 06:27:24 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2022;infrastructure;It Hurts When IP;04:8D:38:BB:24:2A;;2;No;WPA2,AES-CCM,TKIP;No;270.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:51 2018;Wed Nov 21 06:27:20 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
