Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1876;infrastructure;UPC Wi-Free;56:67:11:27:F3:96;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;94;0;0;0;0;0;;;Wed Nov 21 06:23:26 2018;Wed Nov 21 06:24:23 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1877;infrastructure;Telekom-TrxfM6;F4:6B:EF:A6:74:D9;;13;No;WPA2,AES-CCM,TKIP;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:23:36 2018;Wed Nov 21 06:24:21 2018;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1878;infrastructure;Ovidiu;F8:D1:11:B8:E1:5C;;1;No;WPA2,WPA,AES-CCM;No;135.0;0;55;0;0;0;0;0;;;Wed Nov 21 06:23:39 2018;Wed Nov 21 06:24:24 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1879;infrastructure;HUAWEI-u35A;C8:1F:BE:25:CC:F4;;11;No;WPA2,WPA,AES-CCM,TKIP;No;65.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:35 2018;Wed Nov 21 06:24:35 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1880;infrastructure;Telekom-032548;28:FF:3E:33:78:56;;1;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:28 2018;Wed Nov 21 06:24:32 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1881;infrastructure;sergiuiulia;00:26:5A:B1:C9:F6;;10;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:24:30 2018;Wed Nov 21 06:24:35 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1882;infrastructure;Home;D8:5D:4C:D5:08:B6;;11;No;WPA2,WPA,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:35 2018;Wed Nov 21 06:24:36 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1883;infrastructure;E.ON-guest;C0:7B:BC:96:D8:32;;11;No;OPN,None;No;54.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:24:27 2018;Wed Nov 21 06:24:32 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1884;infrastructure;E.ON-guest;C0:7B:BC:97:10:82;;1;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:24:28 2018;Wed Nov 21 06:24:32 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1885;infrastructure;Telekom-673854;94:4A:0C:37:70:D4;;11;No;WPA2,AES-CCM;No;130.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:24:27 2018;Wed Nov 21 06:24:32 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1886;infrastructure;DIGI-24-48DDD6;44:F0:34:48:DD:D6;;1;No;WPA2,AES-CCM;No;130.0;0;16;0;0;0;0;0;;;Wed Nov 21 06:24:04 2018;Wed Nov 21 06:24:32 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1887;infrastructure;Tenda_20;04:95:E6:29:CD:60;;11;No;WPA2,AES-CCM;No;270.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:24:31 2018;Wed Nov 21 06:24:36 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1888;infrastructure;Ap.Confort;64:13:6C:0A:A2:A8;;1;No;WPA2,AES-CCM;No;130.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:24:25 2018;Wed Nov 21 06:24:32 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1889;infrastructure;Ghiti;48:EE:0C:41:06:B4;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:24:29 2018;Wed Nov 21 06:24:36 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1890;infrastructure;DIGI-24-4A8EC4;44:F0:34:4A:8E:C4;;1;No;WPA2,AES-CCM;No;130.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:24:24 2018;Wed Nov 21 06:24:33 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1891;infrastructure;UPC Wi-Free;92:5C:14:F2:CB:84;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:24:28 2018;Wed Nov 21 06:24:32 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1892;infrastructure;Telekom_FON;5A:13:6C:0A:A2:A9;;1;No;OPN,None;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:24:24 2018;Wed Nov 21 06:24:32 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1893;infrastructure;UPCEC4D91F;90:5C:44:F6:5F:C7;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;19;0;0;0;0;0;;;Wed Nov 21 06:24:20 2018;Wed Nov 21 06:24:32 2018;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1894;infrastructure;UPCFF141A4;90:5C:44:F2:CB:84;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:24:28 2018;Wed Nov 21 06:24:32 2018;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1895;infrastructure;UPC Wi-Free;92:5C:14:9C:44:67;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:34 2018;Wed Nov 21 06:24:34 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1896;infrastructure;UPC Wi-Free;92:5C:14:F6:5F:C7;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;19;0;0;0;0;0;;;Wed Nov 21 06:24:20 2018;Wed Nov 21 06:24:32 2018;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1897;infrastructure;Internet;A4:2B:B0:EF:CE:10;;6;No;WPA2,AES-CCM;No;270.0;0;5;0;2;0;0;2;;;Wed Nov 21 06:24:43 2018;Wed Nov 21 06:24:45 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1898;infrastructure;CL_Office;8A:2A:A8:07:EC:D7;;11;No;WPA2,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:48 2018;Wed Nov 21 06:24:48 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1899;infrastructure;Patri;D4:6E:0E:6C:13:CC;;11;No;WPA2,AES-CCM;No;130.0;0;25;0;0;0;0;0;;;Wed Nov 21 06:24:31 2018;Wed Nov 21 06:24:44 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1900;infrastructure;airlive;00:1C:10:44:2D:36;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:24:35 2018;Wed Nov 21 06:24:44 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1901;infrastructure;Lorencic TM;B0:48:7A:BE:ED:8C;;1;No;WPA2,WPA,AES-CCM,TKIP;No;270.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:24:41 2018;Wed Nov 21 06:24:45 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1902;infrastructure;;FA:CF:9C:52:EF:98;;1;No;WPA,None;No;-1.0;0;0;0;2;0;0;2;;;Wed Nov 21 06:24:57 2018;Wed Nov 21 06:24:57 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1903;infrastructure;HUAWEI-5gCg;9C:7D:A3:C9:3E:EC;;9;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:59 2018;Wed Nov 21 06:24:59 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1904;infrastructure;Scoala Babel3L;4C:ED:FB:D1:9D:B0;;13;No;WPA2,AES-CCM;No;270.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:24:49 2018;Wed Nov 21 06:24:57 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1905;infrastructure;DIGI-cJKS;4C:F9:5D:09:E9:70;;6;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:55 2018;Wed Nov 21 06:24:56 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1906;infrastructure;Telekom-TVrViy;70:0B:01:05:CE:E1;;13;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:24:57 2018;Wed Nov 21 06:25:01 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1907;infrastructure;abeauty;FC:EC:DA:69:32:8F;;6;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:56 2018;Wed Nov 21 06:24:56 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1908;infrastructure;UPC Wi-Free;92:5C:14:27:D6:D8;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:24:51 2018;Wed Nov 21 06:25:00 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1909;infrastructure;Moon;80:B5:75:EF:1C:58;;4;No;WPA2,WPA,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:24:59 2018;Wed Nov 21 06:25:00 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1910;infrastructure;HUAWEI-N6gj;90:17:AC:73:27:60;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:24:51 2018;Wed Nov 21 06:24:56 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1911;infrastructure;DIGI-r38P;A4:BE:2B:E7:5F:D4;;8;No;WPA2,WPA,AES-CCM;No;130.0;0;5;0;1;0;0;1;;;Wed Nov 21 06:24:54 2018;Wed Nov 21 06:24:59 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1912;infrastructure;UPC468A265;90:5C:44:27:D6:D8;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:24:51 2018;Wed Nov 21 06:24:56 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1913;infrastructure;HUAWEI-B310-9B30;A0:57:E3:66:9B:30;;11;No;WPA2,AES-CCM;No;130.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:24:52 2018;Wed Nov 21 06:24:57 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1914;infrastructure;DIGI-euVB;80:D4:A5:D2:0D:58;;1;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:24:58 2018;Wed Nov 21 06:25:01 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1915;infrastructure;DIGI-9XVU;60:DE:F3:26:71:50;;7;No;WPA2,WPA,AES-CCM;No;130.0;0;9;0;1;0;0;1;;;Wed Nov 21 06:24:50 2018;Wed Nov 21 06:24:57 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1916;infrastructure;Telekom-mCnhNU;34:6B:46:7C:46:6F;;13;No;WPA2,AES-CCM,TKIP;No;130.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:24:48 2018;Wed Nov 21 06:24:56 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1917;infrastructure;TP-LINK_VS;64:70:02:FC:2C:F0;;1;No;WPA2,WPA,AES-CCM,TKIP;No;135.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:24:53 2018;Wed Nov 21 06:24:58 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1918;infrastructure;Brigitta;60:DE:F3:26:98:EC;;10;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:24:55 2018;Wed Nov 21 06:24:56 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1919;infrastructure;DIGI-f3Kw;A4:BE:2B:E7:75:78;;1;No;WPA2,WPA,AES-CCM;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:24:57 2018;Wed Nov 21 06:25:01 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1920;infrastructure;Soma;14:09:DC:D2:E3:E4;;2;No;WPA2,WPA,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:24:57 2018;Wed Nov 21 06:24:59 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1921;infrastructure;;86:2A:A8:07:EC:D7;;13;No;WPA,None;No;-1.0;0;0;0;5;0;0;5;;;Wed Nov 21 06:24:57 2018;Wed Nov 21 06:24:57 2018;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1922;infrastructure;UPC Wi-Free;3A:43:1D:F2:14:60;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:12 2018;Wed Nov 21 06:25:12 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1923;infrastructure;Kizur;20:F1:7C:2E:01:D4;;11;No;WPA2,WPA,AES-CCM;No;65.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:08 2018;Wed Nov 21 06:25:08 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1924;infrastructure;DIGI7;60:08:10:46:CE:FC;;11;No;WPA2,WPA,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:08 2018;Wed Nov 21 06:25:11 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1925;infrastructure;The fantastic four;CC:06:77:3F:4E:98;;11;No;WPA2,AES-CCM;No;130.0;0;2;0;4;0;0;4;;;Wed Nov 21 06:25:08 2018;Wed Nov 21 06:25:09 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1926;infrastructure;Ap76;3C:E8:24:E2:CC:B0;;11;No;WPA2,WPA,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:04 2018;Wed Nov 21 06:25:12 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1927;infrastructure;UPC Wi-Free;06:7C:34:B2:A0:D8;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:12 2018;Wed Nov 21 06:25:12 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1928;infrastructure;Darius_WIFI_2.4Ghz;AC:22:05:27:22:FF;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:12 2018;Wed Nov 21 06:25:12 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1929;infrastructure;DIGI_6d6f58;BC:C0:0F:6D:6F:58;;7;No;WPA2,AES-CCM;No;130.0;0;3;0;2;0;0;2;;;Wed Nov 21 06:25:09 2018;Wed Nov 21 06:25:10 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1930;infrastructure;ELIZA;20:F1:7C:2E:17:68;;11;No;WPA2,WPA,AES-CCM;No;65.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:25:07 2018;Wed Nov 21 06:25:09 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1931;infrastructure;DIGI_6d71b8;BC:C0:0F:6D:71:B8;;5;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:08 2018;Wed Nov 21 06:25:08 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1932;infrastructure;UPC1CA68B4 2.4GHz;AC:22:05:55:EA:BE;;6;No;WPA2,AES-CCM,TKIP;No;270.0;0;31;0;0;0;0;0;;;Wed Nov 21 06:24:48 2018;Wed Nov 21 06:25:12 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1933;infrastructure;TP-LINK_280F88;90:F6:52:28:0F:88;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:12 2018;Wed Nov 21 06:25:12 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1934;infrastructure;Andrei;BC:C0:0F:6E:49:38;;5;No;WPA2,AES-CCM;No;130.0;0;7;0;21;0;0;21;;;Wed Nov 21 06:25:04 2018;Wed Nov 21 06:25:11 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1935;infrastructure;DIGI_40af20;CC:06:77:40:AF:20;;11;No;WPA2,AES-CCM;No;130.0;0;38;0;41;0;0;41;;;Wed Nov 21 06:24:48 2018;Wed Nov 21 06:25:09 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1936;infrastructure;DIGI_6d6f48;BC:C0:0F:6D:6F:48;;1;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:05 2018;Wed Nov 21 06:25:09 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1937;infrastructure;Nicu 1;48:5B:39:E7:DB:47;;6;No;WPA,TKIP;No;54.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:08 2018;Wed Nov 21 06:25:09 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1938;infrastructure;UPC Wi-Free;AE:22:15:55:EA:BE;;6;No;WPA2,AES-CCM,TKIP;No;270.0;0;25;0;0;0;0;0;;;Wed Nov 21 06:24:48 2018;Wed Nov 21 06:25:12 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1939;infrastructure;DIGI-6YaV;60:DE:F3:27:85:68;;2;No;WPA2,WPA,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:10 2018;Wed Nov 21 06:25:11 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1940;infrastructure;Hotel Vanilla;4C:5E:0C:FB:98:AB;;5;No;WPA2,WPA,AES-CCM,TKIP;No;270.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:25:04 2018;Wed Nov 21 06:25:08 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1941;infrastructure;Max;2C:9D:1E:F5:39:30;;11;No;WPA2,WPA,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:08 2018;Wed Nov 21 06:25:09 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1942;infrastructure;DIGI_6ecbc8;BC:C0:0F:6E:CB:C8;;1;No;WPA2,AES-CCM;No;130.0;0;2;0;1;0;0;1;;;Wed Nov 21 06:25:10 2018;Wed Nov 21 06:25:10 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1943;infrastructure;DIGI-Q8v2;88:66:39:29:4A:3C;;2;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:25:10 2018;Wed Nov 21 06:25:11 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1944;infrastructure;UPC4961002;64:7C:34:38:7B:A0;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:25:12 2018;Wed Nov 21 06:25:12 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1945;infrastructure;DIGI-wXN6;68:CC:6E:75:58:C0;;2;No;WPA2,WPA,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:25:09 2018;Wed Nov 21 06:25:10 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1946;infrastructure;DIGI-41CC;04:9F:CA:C8:96:84;;11;No;WPA2,WPA,AES-CCM;No;130.0;0;5;0;1;0;0;1;;;Wed Nov 21 06:25:07 2018;Wed Nov 21 06:25:09 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1947;infrastructure;Orange-8xp5;24:BC:F8:DC:4A:DC;;1;No;WPA2,AES-CCM;No;270.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:25:05 2018;Wed Nov 21 06:25:11 2018;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1948;infrastructure;Hotel Vanilla;E4:8D:8C:91:9B:97;;5;No;WPA2,WPA,AES-CCM,TKIP;No;270.0;0;18;0;2;0;0;2;;;Wed Nov 21 06:24:47 2018;Wed Nov 21 06:25:08 2018;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
